Sl No.,Bank Name,Branch Name,Routing No.,Dist. Name
2619,BANK ASIA PLC,UTTARA,70264634,DHAKA-NORTH
2620,BASIC BANK PLC,AGRABAD,55150134,CHITTAGONG
2621,BASIC BANK PLC,ASAD GANJ,55150589,CHITTAGONG
2622,BASIC BANK PLC,BABU BAZAR,55270551,DHAKA-SOUTH
2623,BASIC BANK PLC,BANANI,55260437,DHAKA-NORTH
2624,BASIC BANK PLC,BANGSHAL,55270885,DHAKA-SOUTH
2625,BASIC BANK PLC,BARISAL,55060282,BARISHAL
2626,BASIC BANK PLC,BASHUNDHARA,55260558,DHAKA-NORTH
2627,BASIC BANK PLC,BELKUCHI,55880220,SIRAJGANJ
2628,BASIC BANK PLC,BOGRA,55100371,BOGRA
2629,BASIC BANK PLC,C.E.P.Z.,55151575,CHITTAGONG
2630,BASIC BANK PLC,CANTONMENT,55260732,DHAKA-NORTH
2631,BASIC BANK PLC,CHANDPUR,55130312,CHANDPUR
2632,BASIC BANK PLC,CHAPAI NAWABGANJ,55700250,NAWABGANJ
2633,BASIC BANK PLC,CHIRIRBANDAR,55280525,DINAJPUR
2634,BASIC BANK PLC,CHITALMARI,55010229,BAGERHAT
2635,BASIC BANK PLC,CHOUMUHANA,55580375,MOULVI BAZAR
2636,BASIC BANK PLC,COMILLA,55191151,COMILLA
2637,BASIC BANK PLC,COXS BAZAR,55220251,COXS BAZAR
2638,BASIC BANK PLC,DEWAN HAT,55152440,CHITTAGONG
2639,BASIC BANK PLC,DHAKA(MAIN),55271789,DHAKA-SOUTH
2640,BASIC BANK PLC,DHANMONDI,55261186,DHAKA-NORTH
2641,BASIC BANK PLC,DILKUSHA,55271905,DHAKA-SOUTH
2642,BASIC BANK PLC,DOHAZARI,55152561,CHITTAGONG
2643,BASIC BANK PLC,ELENGA,55930820,TANGAIL
2644,BASIC BANK PLC,FAKIRHAT,55010461,BAGERHAT
2645,BASIC BANK PLC,FARIDPUR,55290528,FARIDPUR
2646,BASIC BANK PLC,FENI,55300526,FENI
2647,BASIC BANK PLC,GAZIPUR CHOWRASTA,55330554,GAZIPUR
2648,BASIC BANK PLC,GULSHAN,55261728,DHAKA-NORTH
2649,BASIC BANK PLC,HEAD OFFICE,55272683,DHAKA-SOUTH
2650,BASIC BANK PLC,ISHWARGANJ,55611181,MYMENSINGH
2651,BASIC BANK PLC,ISLAMPUR,55272988,DHAKA-SOUTH
2652,BASIC BANK PLC,JAMALPUR,55390857,JAMALPUR
2653,BASIC BANK PLC,JESSORE,55410940,JESSORE
2654,BASIC BANK PLC,JHENAIDAH,55440644,JHENAIDAH
2655,BASIC BANK PLC,JHIKORGHACHA,55411099,JESSORE
2656,BASIC BANK PLC,JORARGANJ,55153610,CHITTAGONG
2657,BASIC BANK PLC,JUBILEE ROAD,55153649,CHITTAGONG
2658,BASIC BANK PLC,KARWAN BAZAR,55262530,DHAKA-NORTH
2659,BASIC BANK PLC,KDA AVENUE,55471400,KHULNA
2660,BASIC BANK PLC,KERANIGANJ,55273640,DHAKA-SOUTH
2661,BASIC BANK PLC,KHATUNGANJ,55154277,CHITTAGONG
2662,BASIC BANK PLC,KHULNA,55471547,KHULNA
2663,BASIC BANK PLC,KOTALIPARA,55350671,GOPALGANJ
2664,BASIC BANK PLC,KUSHTIA,55500942,KUSHTIA
2665,BASIC BANK PLC,MADHABDI SME,55680688,NARSHINGDI
2666,BASIC BANK PLC,MATHBARIA,55790523,PIROJPUR
2667,BASIC BANK PLC,MATUAIL,55274007,DHAKA-SOUTH
2668,BASIC BANK PLC,MAWNA,55331003,GAZIPUR
2669,BASIC BANK PLC,MIRPUR,55262985,DHAKA-NORTH
2670,BASIC BANK PLC,MIRPUR BAZAR,55360137,HABIGANJ
2671,BASIC BANK PLC,MOHIPUR,55780854,PATUAKHALI
2672,BASIC BANK PLC,MOULVI BAZAR,55274423,DHAKA-SOUTH
2673,BASIC BANK PLC,MUKTARPUR,55591001,MUNSHIGANJ
2674,BASIC BANK PLC,MYMENSINGH,55611752,MYMENSINGH
2675,BASIC BANK PLC,NARSHINGDI,55680859,NARSHINGDI
2676,BASIC BANK PLC,NATORE,55691093,NATORE
2677,BASIC BANK PLC,PAHARTALI,55155926,CHITTAGONG
2678,BASIC BANK PLC,PATHERHAT,55156138,CHITTAGONG
2679,BASIC BANK PLC,RAJSHAHI,55811936,RAJSHAHI
2680,BASIC BANK PLC,RANGPUR,55851459,RANGPUR
2681,BASIC BANK PLC,REMITTANCE,55270780,DHAKA-SOUTH
2682,BASIC BANK PLC,RTGS-BANKS MISCELLANEOUS PAYMENTS,55270393,DHAKA-SOUTH
2683,BASIC BANK PLC,RTGS-INTERBANK FOREX TRANSACTIONS,55270364,DHAKA-SOUTH
2684,BASIC BANK PLC,RTGS-INTERBANK LOCAL CURRENCY TRANSACTIONS,55270380,DHAKA-SOUTH
2685,BASIC BANK PLC,SATKHIRA,55871097,SATKHIRA
2686,BASIC BANK PLC,SAVAR,55264091,DHAKA-NORTH
2687,BASIC BANK PLC,SAYEDPUR,55730796,NILPHAMARI
2688,BASIC BANK PLC,SERAJGANJ,55102890,BOGRA
2689,BASIC BANK PLC,SHANTINAGAR,55276342,DHAKA-SOUTH
2690,BASIC BANK PLC,SHOLA SAHAR,55157337,CHITTAGONG
2691,BASIC BANK PLC,SHYAMALI,55264309,DHAKA-NORTH
2692,BASIC BANK PLC,SONARPARA,55913450,SYLHET
2693,BASIC BANK PLC,TANBAZAR,55671789,NARAYANGANJ
2694,BASIC BANK PLC,TRUNCATION POINT,55270001,DHAKA-SOUTH
2695,BASIC BANK PLC,TUNGI PARA,55351096,GOPALGANJ
2696,BASIC BANK PLC,UTTARA,55264633,DHAKA-NORTH
2697,BASIC BANK PLC,ZINDA BAZAR,55914154,SYLHET
2698,BRAC BANK PLC,AGENT BANKING,60270609,DHAKA-SOUTH
2699,BRAC BANK PLC,AGRABAD,60150132,CHITTAGONG
2700,BRAC BANK PLC,ARAIHAZAR SME,60670054,NARAYANGANJ
2701,BRAC BANK PLC,ASAD GATE,60261184,DHAKA-NORTH
2702,BRAC BANK PLC,ASHKONA,60260206,DHAKA-NORTH
2703,BRAC BANK PLC,ASHULIA,60260222,DHAKA-NORTH
2704,BRAC BANK PLC,ATI BAZAR,60270346,DHAKA-SOUTH
2705,BRAC BANK PLC,BADDA SME,60260356,DHAKA-NORTH
2706,BRAC BANK PLC,BAGERHAT SME,60010085,BAGERHAT
2707,BRAC BANK PLC,BAHADDAR HAT SME,60150808,CHITTAGONG
2708,BRAC BANK PLC,BANANI,60260435,DHAKA-NORTH
2709,BRAC BANK PLC,BANANI-11,60260680,DHAKA-NORTH
2710,BRAC BANK PLC,BANDARTILA,60150945,CHITTAGONG
2711,BRAC BANK PLC,BANIACHANG,60360164,HABIGANJ
2712,BRAC BANK PLC,BARISAL,60060280,BARISHAL
2713,BRAC BANK PLC,BARURA,60190497,COMILLA
2714,BRAC BANK PLC,BASHABO,60262875,DHAKA-NORTH
2715,BRAC BANK PLC,BASHUNDHARA,60260556,DHAKA-NORTH
2716,BRAC BANK PLC,BEANI BAZAR,60910314,SYLHET
2717,BRAC BANK PLC,BEGUM ROKEYA SAWRANI,60260677,DHAKA-NORTH
2718,BRAC BANK PLC,BELKUCHI,60880228,SIRAJGANJ
2719,BRAC BANK PLC,BENAPOLE SME,60410298,JESSORE
2720,BRAC BANK PLC,BHAIRAB,60480194,KISHOREGANJ
2721,BRAC BANK PLC,BHANGA,60290289,FARIDPUR
2722,BRAC BANK PLC,BHEDERGANJ,60860101,SHARIATPUR
2723,BRAC BANK PLC,BHERAMARA,60500287,KUSHTIA
2724,BRAC BANK PLC,BHOLA,60090100,BHOLA
2725,BRAC BANK PLC,BHULTA SME,60670238,NARAYANGANJ
2726,BRAC BANK PLC,BIJOY NAGAR SME,60271103,DHAKA-SOUTH
2727,BRAC BANK PLC,BISHWANATH,60910435,SYLHET
2728,BRAC BANK PLC,BOARD BAZAR,60330228,GAZIPUR
2729,BRAC BANK PLC,BOGRA,60100379,BOGRA
2730,BRAC BANK PLC,BONOSREE,60260727,DHAKA-NORTH
2731,BRAC BANK PLC,BORO BAZAR,60470375,KHULNA
2732,BRAC BANK PLC,BRAHMANBARIA,60120438,BRAHMANBARIA
2733,BRAC BANK PLC,C.D.A. AVENUE,60151481,CHITTAGONG
2734,BRAC BANK PLC,CHAKARIA,60220167,COXS BAZAR
2735,BRAC BANK PLC,CHANDINA,60190884,COMILLA
2736,BRAC BANK PLC,CHANDPUR,60130310,CHANDPUR
2737,BRAC BANK PLC,CHAPAI NAWABGANJ SME,60700261,NAWABGANJ
2738,BRAC BANK PLC,CHARMATHA,60100087,BOGRA
2739,BRAC BANK PLC,CHAWK BAZAR,60151931,CHITTAGONG
2740,BRAC BANK PLC,CHOUMOHANI,60750679,NOAKHALI
2741,BRAC BANK PLC,CHUADANGA,60180199,CHUADANGA
2742,BRAC BANK PLC,COMILLA,60191159,COMILLA
2743,BRAC BANK PLC,COMILLA SME,60191162,COMILLA
2744,BRAC BANK PLC,COMPANIGANJ,60750158,NOAKHALI
2745,BRAC BANK PLC,COXS BAZAR,60220259,COXS BAZAR
2746,BRAC BANK PLC,DAKSHIN KHAN,60260914,DHAKA-NORTH
2747,BRAC BANK PLC,DANIA,60271424,DHAKA-SOUTH
2748,BRAC BANK PLC,DAULATPUR,60470704,KHULNA
2749,BRAC BANK PLC,DEMRA SME,60271495,DHAKA-SOUTH
2750,BRAC BANK PLC,DHANMONDI,60261205,DHAKA-NORTH
2751,BRAC BANK PLC,DHOLAIKHAL SME,60271840,DHAKA-SOUTH
2752,BRAC BANK PLC,DINAJPUR,60280673,DINAJPUR
2753,BRAC BANK PLC,DOHAR,60272052,DHAKA-SOUTH
2754,BRAC BANK PLC,ELEPHANT ROAD,60261339,DHAKA-NORTH
2755,BRAC BANK PLC,ELEPHANT ROAD SME,60261355,DHAKA-NORTH
2756,BRAC BANK PLC,ESKATON,60261397,DHAKA-NORTH
2757,BRAC BANK PLC,FARIDPUR,60290526,FARIDPUR
2758,BRAC BANK PLC,FENI,60300524,FENI
2759,BRAC BANK PLC,GANAKBARI,60272410,DHAKA-SOUTH
2760,BRAC BANK PLC,GANDARIA,60272449,DHAKA-SOUTH
2761,BRAC BANK PLC,GAZIPUR,60330523,GAZIPUR
2762,BRAC BANK PLC,GHATAIL SME,60932297,TANGAIL
2763,BRAC BANK PLC,GHORASAL,60680499,NARSHINGDI
2764,BRAC BANK PLC,GOALA BAZAR,60911542,SYLHET
2765,BRAC BANK PLC,GOBINDAGANJ,60320588,GAIBANDHA
2766,BRAC BANK PLC,GOPALGANJ,60350374,GOPALGANJ
2767,BRAC BANK PLC,GOURIPUR SME,60192129,COMILLA
2768,BRAC BANK PLC,GRAPHICS BUILDING,60272531,DHAKA-SOUTH
2769,BRAC BANK PLC,GULISTAN SME,60272544,DHAKA-SOUTH
2770,BRAC BANK PLC,GULSHAN,60261726,DHAKA-NORTH
2771,BRAC BANK PLC,GULSHAN NORTH,60261876,DHAKA-NORTH
2772,BRAC BANK PLC,HABIGANJ,60360614,HABIGANJ
2773,BRAC BANK PLC,HAJIGANJ,60130886,CHANDPUR
2774,BRAC BANK PLC,HALISHAHAR,60153168,CHITTAGONG
2775,BRAC BANK PLC,HATHAZARI SME,60153234,CHITTAGONG
2776,BRAC BANK PLC,HAZARIBAGH SME,60261971,DHAKA-NORTH
2777,BRAC BANK PLC,HEAD OFFICE,60272681,DHAKA-SOUTH
2778,BRAC BANK PLC,HEMAYET PUR,60260501,DHAKA-NORTH
2779,BRAC BANK PLC,IMAMGANJ,60272807,DHAKA-SOUTH
2780,BRAC BANK PLC,ISHWARDI,60761213,PABNA
2781,BRAC BANK PLC,ISLAMPUR,60272986,DHAKA-SOUTH
2782,BRAC BANK PLC,JAMALPUR,60390855,JAMALPUR
2783,BRAC BANK PLC,JATRABARI SME,60273235,DHAKA-SOUTH
2784,BRAC BANK PLC,JESSORE,60410948,JESSORE
2785,BRAC BANK PLC,JHALOKATHI SME,60420325,JHALOKATHI
2786,BRAC BANK PLC,JHENAIDAH,60440642,JHENAIDAH
2787,BRAC BANK PLC,JIBAN NAGAR,60180065,CHUADANGA
2788,BRAC BANK PLC,JOYDEBPUR,60330736,GAZIPUR
2789,BRAC BANK PLC,JOYPURHAT,60380407,JOYPURHAT
2790,BRAC BANK PLC,JUBILEE ROAD,60155674,CHITTAGONG
2791,BRAC BANK PLC,KADAMTOLI SME,60153742,CHITTAGONG
2792,BRAC BANK PLC,KAPASIA,60330886,GAZIPUR
2793,BRAC BANK PLC,KARWAN BAZAR SME,60262541,DHAKA-NORTH
2794,BRAC BANK PLC,KASBA,60121037,BRAHMANBARIA
2795,BRAC BANK PLC,KAZIR DEWRI,60154154,CHITTAGONG
2796,BRAC BANK PLC,KERANIGANJ,60273648,DHAKA-SOUTH
2797,BRAC BANK PLC,KHATUNGANJ SME SERVICE CENTER,60150587,CHITTAGONG
2798,BRAC BANK PLC,KHILGAON SME SERVICE CENTER,60270988,DHAKA-SOUTH
2799,BRAC BANK PLC,KHULNA,60471545,KHULNA
2800,BRAC BANK PLC,KISHOREGANJ,60480673,KISHOREGANJ
2801,BRAC BANK PLC,KONABARI SME,60330952,GAZIPUR
2802,BRAC BANK PLC,KUSHTIA,60500940,KUSHTIA
2803,BRAC BANK PLC,LAKSAM,60192716,COMILLA
2804,BRAC BANK PLC,LAKSHMIPUR,60510730,LAKSHMIPUR
2805,BRAC BANK PLC,LOHAGARA SME,60154675,CHITTAGONG
2806,BRAC BANK PLC,MADAM BIBIR HAT,60154691,CHITTAGONG
2807,BRAC BANK PLC,MADARIPUR,60540405,MADARIPUR
2808,BRAC BANK PLC,MADHABDI,60680673,NARSHINGDI
2809,BRAC BANK PLC,MAGURA SME,60550561,MAGURA
2810,BRAC BANK PLC,MAIJDEE COURT,60571579,NOAKHALI
2811,BRAC BANK PLC,MANIKGANJ,60560614,MANIKGANJ
2812,BRAC BANK PLC,MAWNA,60331001,GAZIPUR
2813,BRAC BANK PLC,MFS-BRAC BANK,60270533,DHAKA-SOUTH
2814,BRAC BANK PLC,MFS-BRAC BANK LTD.,60275554,DHAKA-SOUTH
2815,BRAC BANK PLC,MIRPUR,60262983,DHAKA-NORTH
2816,BRAC BANK PLC,MIRPUR SECTION-1,60261997,DHAKA-NORTH
2817,BRAC BANK PLC,MIRZAPUR,60931519,TANGAIL
2818,BRAC BANK PLC,MITFORD,60274063,DHAKA-SOUTH
2819,BRAC BANK PLC,MOGHBAZAR,60274184,DHAKA-SOUTH
2820,BRAC BANK PLC,MOHADEBPUR,60641096,NAOGAON
2821,BRAC BANK PLC,MOHAMMADPUR SME,60263290,DHAKA-NORTH
2822,BRAC BANK PLC,MOMIN ROAD,60155261,CHITTAGONG
2823,BRAC BANK PLC,MONOHARDI,60680736,NARSHINGDI
2824,BRAC BANK PLC,MOTIJHEEL,60274247,DHAKA-SOUTH
2825,BRAC BANK PLC,MOULAVI BAZAR,60581185,MOULVI BAZAR
2826,BRAC BANK PLC,MUKTAGACHA,60611697,MYMENSINGH
2827,BRAC BANK PLC,MUNSHIGANJ,60591038,MUNSHIGANJ
2828,BRAC BANK PLC,MURADPUR,60155324,CHITTAGONG
2829,BRAC BANK PLC,MYMENSINGH,60611750,MYMENSINGH
2830,BRAC BANK PLC,NABIGANJ,60361097,HABIGANJ
2831,BRAC BANK PLC,NAOGAON SME,60641191,NAOGAON
2832,BRAC BANK PLC,NARAYANGANJ,60671187,NARAYANGANJ
2833,BRAC BANK PLC,NARSHINGDI,60680857,NARSHINGDI
2834,BRAC BANK PLC,NATORE,60691091,NATORE
2835,BRAC BANK PLC,NATUN BAZAR,60263429,DHAKA-NORTH
2836,BRAC BANK PLC,NAWABGANJ,60274692,DHAKA-SOUTH
2837,BRAC BANK PLC,NAWABPUR,60274726,DHAKA-SOUTH
2838,BRAC BANK PLC,NETROKONA SME,60720746,NETROKONA
2839,BRAC BANK PLC,NEW MARKET,60155658,CHITTAGONG
2840,BRAC BANK PLC,NILPHAMARI,60730736,NILPHAMARI
2841,BRAC BANK PLC,NITAIGANJ SME,60675459,NARAYANGANJ
2842,BRAC BANK PLC,NOAPARA,60411639,JESSORE
2843,BRAC BANK PLC,PABNA,60761789,PABNA
2844,BRAC BANK PLC,PAHARTALI SME,60155937,CHITTAGONG
2845,BRAC BANK PLC,PANCHAGARH SME,60770567,PANCHAGARH
2846,BRAC BANK PLC,PANTHA PATH SME,60263629,DHAKA-NORTH
2847,BRAC BANK PLC,PATIYA,60156165,CHITTAGONG
2848,BRAC BANK PLC,PATUAKHALI,60781093,PATUAKHALI
2849,BRAC BANK PLC,PIROJPUR SME,60790776,PIROJPUR
2850,BRAC BANK PLC,PORADAH,60501365,KUSHTIA
2851,BRAC BANK PLC,RAIPUR,60510972,LAKSHMIPUR
2852,BRAC BANK PLC,RAJBARI,60820738,RAJBARI
2853,BRAC BANK PLC,RAJSHAHI,60811934,RAJSHAHI
2854,BRAC BANK PLC,RAMPURA,60275741,DHAKA-SOUTH
2855,BRAC BANK PLC,RANGPUR,60851457,RANGPUR
2856,BRAC BANK PLC,RAOZAN SME,60156507,CHITTAGONG
2857,BRAC BANK PLC,REMITTANCE,60270788,DHAKA-SOUTH
2858,BRAC BANK PLC,RTGS-BANKS MISCELLANEOUS PAYMENTS,60270391,DHAKA-SOUTH
2859,BRAC BANK PLC,RTGS-INTERBANK FOREX TRANSACTIONS,60270362,DHAKA-SOUTH
2860,BRAC BANK PLC,RTGS-INTERBANK LOCAL CURRENCY TRANSACTIONS,60270388,DHAKA-SOUTH
2861,BRAC BANK PLC,SADARGHAT SME SERVICE CENTER,60276287,DHAKA-SOUTH
2862,BRAC BANK PLC,SATKHIRA,60871095,SATKHIRA
2863,BRAC BANK PLC,SATMASJID ROAD,60276074,DHAKA-SOUTH
2864,BRAC BANK PLC,SAVAR,60264099,DHAKA-NORTH
2865,BRAC BANK PLC,SAYEDPUR,60730794,NILPHAMARI
2866,BRAC BANK PLC,SERAJGANJ SME,60881885,SIRAJGANJ
2867,BRAC BANK PLC,SHAHJADPUR,60881906,SIRAJGANJ
2868,BRAC BANK PLC,SHAKHIPUR,60932200,TANGAIL
2869,BRAC BANK PLC,SHANTINAGAR SME SERVICE CENTER,60274289,DHAKA-SOUTH
2870,BRAC BANK PLC,SHERPUR,60890555,SHERPUR
2871,BRAC BANK PLC,SHERPUR,60102748,BOGRA
2872,BRAC BANK PLC,SHIBCHAR,60540700,MADARIPUR
2873,BRAC BANK PLC,SHYAMALI,60264307,DHAKA-NORTH
2874,BRAC BANK PLC,SHYAMPUR SME,60276537,DHAKA-SOUTH
2875,BRAC BANK PLC,SIDDIRGANJ,60671608,NARAYANGANJ
2876,BRAC BANK PLC,SITAKUNDA,60157393,CHITTAGONG
2877,BRAC BANK PLC,SK. MUJIB ROAD,60157427,CHITTAGONG
2878,BRAC BANK PLC,SONAGAZI,60301486,FENI
2879,BRAC BANK PLC,SONARGAON,60671695,NARAYANGANJ
2880,BRAC BANK PLC,SREENAGAR,60591425,MUNSHIGANJ
2881,BRAC BANK PLC,SUNAMGANJ,60901123,SUNAMGANJ
2882,BRAC BANK PLC,SWARUPKATI SME,60790989,PIROJPUR
2883,BRAC BANK PLC,SYLHET,60913553,SYLHET
2884,BRAC BANK PLC,SYLHET BONDOR SME,60913566,SYLHET
2885,BRAC BANK PLC,SYLHET SOUTH SURMA SME,60913508,SYLHET
2886,BRAC BANK PLC,SYLHET UPASHAHAR,60913737,SYLHET
2887,BRAC BANK PLC,TANGAIL,60932305,TANGAIL
2888,BRAC BANK PLC,THAKURGAON SME,60940997,THAKURGAON
2889,BRAC BANK PLC,TONGI,60331630,GAZIPUR
2890,BRAC BANK PLC,TRUNCATION POINT,60270009,DHAKA-SOUTH
2891,BRAC BANK PLC,UTTARA,60264631,DHAKA-NORTH
2892,BRAC BANK PLC,UTTARA JASHIM UDDIN AVENUE,60260385,DHAKA-NORTH
2893,BRAC BANK PLC,UTTARA SME,60264644,DHAKA-NORTH
2894,BRAC BANK PLC,ZINDA BAZAR,60914152,SYLHET
2895,BRAC BANK PLC,ZINZIRA,60277099,DHAKA-SOUTH
2896,CITI BANK N A,CHITTAGONG,75151968,CHITTAGONG
2897,CITI BANK N A,DHANMONDI,75261182,DHAKA-NORTH
2898,CITI BANK N A,GULSHAN,75261724,DHAKA-NORTH
2899,CITI BANK N A,MOTIJHEEL,75274245,DHAKA-SOUTH
2900,CITI BANK N A,REMITTANCE,75270786,DHAKA-SOUTH
2901,CITI BANK N A,RTGS-BANKS MISCELLANEOUS PAYMENTS,75270399,DHAKA-SOUTH
2902,CITI BANK N A,RTGS-INTERBANK FOREX TRANSACTIONS,75270360,DHAKA-SOUTH
2903,CITI BANK N A,RTGS-INTERBANK LOCAL CURRENCY TRANSACTIONS,75270386,DHAKA-SOUTH
2904,CITI BANK N A,TRUNCATION POINT,75270007,DHAKA-SOUTH
2905,COMMERCIAL BANK OF CEYLON,CHITTAGONG,80151966,CHITTAGONG
2906,COMMERCIAL BANK OF CEYLON,DHAKA,80271512,DHAKA-SOUTH
2907,COMMERCIAL BANK OF CEYLON,DHANMONDI,80261180,DHAKA-NORTH
2908,COMMERCIAL BANK OF CEYLON,GULSHAN,80261722,DHAKA-NORTH
2909,COMMERCIAL BANK OF CEYLON,MIRPUR,80262989,DHAKA-NORTH
2910,COMMERCIAL BANK OF CEYLON,NARAYANGANJ,80671183,NARAYANGANJ
2911,COMMERCIAL BANK OF CEYLON,PANTHA PATH,80263612,DHAKA-NORTH
2912,COMMERCIAL BANK OF CEYLON,SYLHET SADAR,80913670,SYLHET
2913,COMMERCIAL BANK OF CEYLON,TEJGAON,80264482,DHAKA-NORTH
2914,COMMERCIAL BANK OF CEYLON,TRUNCATION POINT,80270005,DHAKA-SOUTH
2915,COMMERCIAL BANK OF CEYLON,UTTARA,80264637,DHAKA-NORTH
2916,COMMERCIAL BANK OF CEYLON,CORPORATE,80260857,DHAKA-NORTH
2917,COMMERCIAL BANK OF CEYLON,REMITTANCE,80270784,DHAKA-SOUTH
2918,COMMERCIAL BANK OF CEYLON,RTGS-BANKS MISCELLANEOUS PAYMENTS,80270397,DHAKA-SOUTH
2919,COMMERCIAL BANK OF CEYLON,RTGS-INTERBANK FOREX TRANSACTIONS,80270368,DHAKA-SOUTH
2920,COMMERCIAL BANK OF CEYLON,RTGS-INTERBANK LOCAL CURRENCY TRANSACTIONS,80270384,DHAKA-SOUTH
2930,DHAKA BANK PLC,AGRABAD,85150133,CHITTAGONG
2931,DHAKA BANK PLC,AMIN BAZAR,85260131,DHAKA-NORTH
2932,DHAKA BANK PLC,ANDERKILLA,85150467,CHITTAGONG
2933,DHAKA BANK PLC,ARAIHAZAR,85670042,NARAYANGANJ
2934,DHAKA BANK PLC,ASHUGANJ,85120105,BRAHMANBARIA
2935,DHAKA BANK PLC,AZADI BAZAR,85150733,CHITTAGONG
2936,DHAKA BANK PLC,B.B. ROAD,85670071,NARAYANGANJ
2937,DHAKA BANK PLC,BANANI,85260436,DHAKA-NORTH
2938,DHAKA BANK PLC,BANANI ROAD NO. 11,85260960,DHAKA-NORTH
2939,DHAKA BANK PLC,BANGSHAL,85270884,DHAKA-SOUTH
2940,DHAKA BANK PLC,BARIDHARA,85260528,DHAKA-NORTH
2941,DHAKA BANK PLC,BARISAL,85060281,BARISHAL
2942,DHAKA BANK PLC,BELKUCHI,85880229,SIRAJGANJ
2943,DHAKA BANK PLC,BHAIRAB BAZAR,85480229,KISHOREGANJ
2944,DHAKA BANK PLC,BHULTA,85670226,NARAYANGANJ
2945,DHAKA BANK PLC,BOARD BAZAR,85330229,GAZIPUR
2946,DHAKA BANK PLC,BOGRA,85100370,BOGRA
2947,DHAKA BANK PLC,BONOSREE,85260728,DHAKA-NORTH
2948,DHAKA BANK PLC,C.D.A. AVENUE,85151482,CHITTAGONG
2949,DHAKA BANK PLC,CHAKARIA,85220168,COXS BAZAR
2950,DHAKA BANK PLC,CHANDAIKONA,85880432,SIRAJGANJ
2951,DHAKA BANK PLC,CHANDPUR,85130311,CHANDPUR
2952,DHAKA BANK PLC,CHAPAI NAWABGANJ,85700259,NAWABGANJ
2953,DHAKA BANK PLC,CHATMOHAR,85760644,PABNA
2954,DHAKA BANK PLC,CHHAGALNAIYA,85300312,FENI
2955,DHAKA BANK PLC,CHOWMUHANI,85750238,NOAKHALI
2956,DHAKA BANK PLC,COMILLA,85191150,COMILLA
2957,DHAKA BANK PLC,COXS BAZAR,85220250,COXS BAZAR
2958,DHAKA BANK PLC,DHAKA EPZ,85261093,DHAKA-NORTH
2959,DHAKA BANK PLC,DHANMONDI,85261185,DHAKA-NORTH
2960,DHAKA BANK PLC,DHANMONDI MODEL,85261198,DHAKA-NORTH
2961,DHAKA BANK PLC,DINAJPUR,85280674,DINAJPUR
2962,DHAKA BANK PLC,FANTASY KINGDOM,85261422,DHAKA-NORTH
2963,DHAKA BANK PLC,FARIDPUR,85290527,FARIDPUR
2964,DHAKA BANK PLC,FATIKCHARI,85152744,CHITTAGONG
2965,DHAKA BANK PLC,FENI,85300525,FENI
2966,DHAKA BANK PLC,FOREIGN EXCHANGE,85272329,DHAKA-SOUTH
2967,DHAKA BANK PLC,GOALA BAZAR,85911543,SYLHET
2968,DHAKA BANK PLC,GOHIRA,85153019,CHITTAGONG
2969,DHAKA BANK PLC,GOPALDI,85670600,NARAYANGANJ
2970,DHAKA BANK PLC,GULSHAN,85261727,DHAKA-NORTH
2971,DHAKA BANK PLC,GULSHAN CIRCLE-2,85261772,DHAKA-NORTH
2972,DHAKA BANK PLC,GULSHAN CORPORATE,85261819,DHAKA-NORTH
2973,DHAKA BANK PLC,GUNABATI BAZAR,85190380,COMILLA
2974,DHAKA BANK PLC,HABIGANJ,85360615,HABIGANJ
2975,DHAKA BANK PLC,HALISHAHAR,85153169,CHITTAGONG
2976,DHAKA BANK PLC,HATHAZARI,85153222,CHITTAGONG
2977,DHAKA BANK PLC,HEAD OFFICE,85272682,DHAKA-SOUTH
2978,DHAKA BANK PLC,IMAMGANJ,85272808,DHAKA-SOUTH
2979,DHAKA BANK PLC,ISLAMI BANKING,85153464,CHITTAGONG
2980,DHAKA BANK PLC,ISLAMI BANKING(MOTIJHEEL),85272958,DHAKA-SOUTH
2981,DHAKA BANK PLC,ISLAMPUR,85272987,DHAKA-SOUTH
2982,DHAKA BANK PLC,JATRABARI,85273223,DHAKA-SOUTH
2983,DHAKA BANK PLC,JESSORE,85410949,JESSORE
2984,DHAKA BANK PLC,JOYPARA,85273281,DHAKA-SOUTH
2985,DHAKA BANK PLC,JUBILEE ROAD,85153648,CHITTAGONG
2986,DHAKA BANK PLC,K.D.A. AVENUE,85471175,KHULNA
2987,DHAKA BANK PLC,KAKRAIL,85273373,DHAKA-SOUTH
2988,DHAKA BANK PLC,KALATIA,85273436,DHAKA-SOUTH
2989,DHAKA BANK PLC,KALIBARI,85670118,NARAYANGANJ
2990,DHAKA BANK PLC,KAMARPARA,85261514,DHAKA-NORTH
2991,DHAKA BANK PLC,KAPASIA,85330887,GAZIPUR
2992,DHAKA BANK PLC,KARWAN BAZAR,85262539,DHAKA-NORTH
2993,DHAKA BANK PLC,KERANIGANJ,85273649,DHAKA-SOUTH
2994,DHAKA BANK PLC,KHATUNGANJ,85154276,CHITTAGONG
2995,DHAKA BANK PLC,KHILGAON,85273678,DHAKA-SOUTH
2996,DHAKA BANK PLC,KISHOREGANJ,85480674,KISHOREGANJ
2997,DHAKA BANK PLC,KONABARI,85330940,GAZIPUR
2998,DHAKA BANK PLC,LAKSHMIPUR,85510731,LAKSHMIPUR
